names,scores,logfoldchanges,pvals,pvals_adj
RP11-654A16.1,0.0,0.0,1.0,1.0
FAM169B,0.0,0.0,1.0,1.0
RP11-167B3.3,0.0,0.0,1.0,1.0
RP11-20G13.2,0.0,0.0,1.0,1.0
AC022819.2,0.0,0.0,1.0,1.0
RP11-6O2.3,0.0,0.0,1.0,1.0
RP11-6O2.4,0.0,0.0,1.0,1.0
RP11-20G13.1,0.0,0.0,1.0,1.0
RP11-20G13.5,0.0,0.0,1.0,1.0
RP11-526I2.1,0.0,0.0,1.0,1.0
CERS3-AS1,0.0,0.0,1.0,1.0
RP11-327J17.2,0.0,0.0,1.0,1.0
RP11-327J17.9,0.0,0.0,1.0,1.0
RP11-236L14.2,0.0,0.0,1.0,1.0
SPATA8-AS1,0.0,0.0,1.0,1.0
RP11-4G2.1,0.0,0.0,1.0,1.0
RP11-759A24.3,0.0,0.0,1.0,1.0
RP11-522B15.7,0.0,0.0,1.0,1.0
RP11-522B15.5,0.0,0.0,1.0,1.0
RP11-522B15.4,0.0,0.0,1.0,1.0
RP11-262A16.1,0.0,0.0,1.0,1.0
RP11-327J17.1,0.0,0.0,1.0,1.0
RP11-327J17.8,0.0,0.0,1.0,1.0
RP11-753A21.2,0.0,0.0,1.0,1.0
LINC00923,0.0,0.0,1.0,1.0
RP11-461F11.3,0.0,0.0,1.0,1.0
CTD-2147F2.2,0.0,0.0,1.0,1.0
CTD-2147F2.1,0.0,0.0,1.0,1.0
RP11-315L6.1,0.0,0.0,1.0,1.0
SPATA8,0.0,0.0,1.0,1.0
RP11-236L14.1,0.0,0.0,1.0,1.0
ARMC2,-6.134037e-05,-0.29845145,0.9999510574690275,1.0
ZBTB26,-9.201055e-05,-0.21544264,0.9999265862035986,1.0
IKBKG,-0.00029136674,0.11396189,0.9997675229810238,1.0
C19orf73,-0.0003680422,-0.23223743,0.9997063448206099,1.0
PRR5,-0.00050605804,0.13068722,0.9995962241364572,1.0
NEMF,-0.0005213931,0.09458289,0.999583988505321,1.0
TNFRSF8,-0.0005520633,0.33559415,0.9995595172433452,1.0
KIF20B,-0.0006900791,0.08198922,0.9994493965699137,1.0
ABAT,-0.0009661108,0.2459539,0.9992291552566125,1.0
PPP1R16B,-0.0009814459,0.16290326,0.999216919629663,1.0
AMY2B,-0.0011501318,0.16754043,0.9990823277460055,1.0
RP11-407N17.5,-0.0012114722,0.27682406,0.99903338524913,1.0
DEGS2,-0.0013954933,0.1258937,0.9988865577810623,1.0
DDO,-0.0014875039,0.11214372,0.9988131440608572,1.0
CEP128,-0.0016408548,0.17705846,0.9986907878831508,1.0
CHPF,-0.0017021951,0.04690394,0.9986418454205277,1.0
PCNT,-0.0017021951,0.1243986,0.9986418454205277,1.0
TTC13,-0.0017328653,0.21407112,0.9986173741911211,1.0
AGAP5,-0.0017635355,0.04045839,0.998592902963015,1.0
GPER1,-0.0019782267,-0.12086895,0.998421604404622,1.0
ZNF324,-0.0021315778,0.19014926,0.9982992483355658,1.0
BCKDHB,-0.0021315778,0.16478638,0.9982992483355658,1.0
ZNF891,-0.002162248,0.20015545,0.9982747771264621,1.0
HIRIP3,-0.0022389235,0.12594822,0.9982135991108527,1.0
SIRPB1,-0.0022389235,0.3088722,0.9982135991108527,1.0
DAPK3,-0.0023769392,0.12524265,0.9981034787094639,1.0
MYBL1,-0.0024229444,0.20360906,0.9980667719169253,1.0
WAC,-0.0024842848,0.13385415,0.998017829533252,1.0
CDK5R1,-0.0025762953,0.08824174,0.9979444159717837,1.0
SASS6,-0.002698976,0.07024084,0.9978465312503372,1.0
ZNF551,-0.0029750078,-0.16085029,0.9976262907478288,1.0
TRIP4,-0.0030823534,0.11541186,0.9975406417114404,1.0
ZNF646,-0.003189699,0.3075501,0.9974549927033913,1.0
ORAI2,-0.0032357043,0.009334617,0.9974182859945758,1.0
TARS,-0.0032510394,0.17183758,0.9974060504261811,1.0
SLC17A9,-0.0034657307,0.032741442,0.9972347525340144,1.0
EME2,-0.0035884115,0.33576593,0.9971368680809237,1.0
CTC-505O3.3,-0.0035884115,0.38761237,0.9971368680809237,1.0
RP11-378J18.8,-0.003649752,0.31950977,0.9970879258704457,1.0
RPS6KA6,-0.003649752,0.3280466,0.9970879258704457,1.0
ATCAY,-0.003680422,0.33202505,0.997063454769304,1.0
LINC00205,-0.0037417624,0.3017092,0.9970145125753306,1.0
RP11-977G19.11,-0.0037570975,0.052503385,0.9970022770285851,1.0
CTD-2006H14.2,-0.0039564534,0.2117174,0.9968432149860939,1.0
RP11-712L6.5,-0.004017794,0.17463283,0.9967942728441203,1.0
COG3,-0.004079134,0.12578608,0.9967453307142086,1.0
ITIH4,-0.0041711447,-0.057410263,0.99667191754236,1.0
FZD5,-0.0041711447,-0.05301515,0.99667191754236,1.0
RN7SL832P,-0.0042324853,0.028652405,0.9966229754434087,1.0
LINC00959,-0.004324496,-0.03831749,0.9965495623188642,1.0
MADCAM1,-0.004355166,-0.10340357,0.99652509128381,1.0
RP11-617F23.1,-0.004355166,-0.2545162,0.99652509128381,1.0
EFCAB2,-0.004477847,0.085766375,0.99642720717651,1.0
RP11-567M16.6,-0.004600527,-0.36604598,0.9963293231229823,1.0
IL15RA,-0.0048152185,0.14283052,0.9961580261631292,1.0
PRNP,-0.004861224,0.13119175,0.9961213196945021,1.0
TRAF4,-0.0048918943,-0.01731017,0.9960968487199732,1.0
SUZ12,-0.004983905,0.1402312,0.9960234358185076,1.0
HMGN1,-0.00506058,-0.00029943848,0.9959622584263096,1.0
RSPH3,-0.00506058,0.24018823,0.9959622584263096,1.0
ANKMY2,-0.005213931,0.13089608,0.9958399037134877,1.0
C1orf220,-0.0052752714,0.060929857,0.9957909618555904,1.0
ZNF140,-0.0054899626,-0.03147741,0.9956196654788737,1.0
FKTN,-0.0056279786,0.2812128,0.995509546485674,1.0
PRMT7,-0.0056433138,0.26117358,0.9954973110472267,1.0
DHX33,-0.0056893188,0.24232629,0.9954606047382495,1.0
SNAPC5,-0.0057506594,0.11342679,0.995411663007905,1.0
CENPE,-0.0057966644,0.41554892,0.9953749567214661,1.0
TM9SF4,-0.005858005,0.20219888,0.9953260150214546,1.0
RP4-612B15.3,-0.005996021,0.7889345,0.995215896261009,1.0
RFX2,-0.0060880315,0.3248894,0.9951424838045427,1.0
SLC39A5,-0.0061187013,0.55640113,0.9951180129948284,1.0
PPP1R3G,-0.0061493716,0.43348894,0.9950935421897062,1.0
WDR20,-0.006164707,0.14876762,0.9950813067888744,1.0
SYNPO2L,-0.0062107123,0.3548445,0.9950446005933308,1.0
UTS2B,-0.0062107123,0.25715047,0.9950446005933308,1.0
RP11-46D6.1,-0.0062107123,0.44413608,0.9950446005933308,1.0
ARSK,-0.006241382,-0.06385387,0.9950201298021234,1.0
AP4B1-AS1,-0.006241382,0.26610214,0.9950201298021234,1.0
MSTO1,-0.0063027227,0.29922312,0.9949711882337847,1.0
MYH3,-0.0063027227,0.19635108,0.9949711882337847,1.0
ZNF34,-0.006318058,-0.14893752,0.9949589528446493,1.0
RP11-795F19.1,-0.0063333926,0.35828054,0.9949467174566994,1.0
ZNF57,-0.0063333926,0.055271193,0.9949467174566994,1.0
CHN1,-0.0063333926,0.2612372,0.9949467174566994,1.0
KLRC4,-0.006364063,0.04927836,0.9949222466843674,1.0
SIRPD,-0.006379398,0.27982646,0.994910011299991,1.0
AMDHD1,-0.006394733,0.021535594,0.9948977759168117,1.0
ATP8B3,-0.0064254035,-0.047348533,0.9948733051540555,1.0
RP11-701H24.9,-0.0064254035,0.066723414,0.9948733051540555,1.0
DPY19L4,-0.006440738,0.0842805,0.9948610697744844,1.0
MXRA7,-0.006440738,0.39280772,0.9948610697744844,1.0
C1orf74,-0.0064560734,0.016729897,0.9948488343961217,1.0
FAM114A2,-0.0065940893,0.13189843,0.994738716045714,1.0
BTBD19,-0.0066247596,0.38605663,0.9947142453147149,1.0
DLGAP3,-0.0066554295,0.17205311,0.9946897745886878,1.0
B9D1,-0.0066707646,-0.5135156,0.994677539227546,1.0
AK8,-0.0067321053,-0.39169526,0.9946285977955237,1.0
BCKDHA,-0.007023472,0.25261632,0.9943961262725591,1.0
GEMIN5,-0.0070848125,0.051728655,0.9943471849592611,1.0
IRAK2,-0.007207493,-0.23181403,0.9942493023966567,1.0
GRK5,-0.007299504,0.06913716,0.994175890531421,1.0
FSD1L,-0.0074835247,0.19889478,0.9940290669494882,1.0
CLIP1,-0.00749886,0.22071022,0.9940168316600521,1.0
ZHX3,-0.007575535,0.08404078,0.993955655234034,1.0
TP53BP2,-0.0076215407,0.180588,0.9939189493954569,1.0
AK9,-0.008004918,0.031743117,0.9936130679152065,1.0
AC137934.1,-0.008250279,0.37471768,0.9934173042576552,1.0
LINC00893,-0.008602986,0.09890987,0.9931358946972071,1.0
BPI,-0.008618321,0.76800483,0.9931236595180435,1.0
DPEP3,-0.008618321,0.4333276,0.9931236595180435,1.0
RP11-305L7.7,-0.008618321,0.5282873,0.9931236595180435,1.0
RP3-369A17.4,-0.008618321,0.34147736,0.9931236595180435,1.0
OLAH,-0.008648992,0.6699658,0.9930991891645702,1.0
RP11-178L8.7,-0.008648992,0.633161,0.9930991891645702,1.0
LEO1,-0.008664327,0.055872776,0.9930869539902663,1.0
RND2,-0.008679662,0.47196296,0.993074718817588,1.0
ARHGAP20,-0.008679662,0.75029314,0.993074718817588,1.0
TMEM266,-0.008679662,0.60832316,0.993074718817588,1.0
RP11-552D4.1,-0.008679662,0.50651914,0.993074718817588,1.0
CYP3A43,-0.008679662,0.6303251,0.993074718817588,1.0
RGS9,-0.008679662,0.6978468,0.993074718817588,1.0
RP11-1348G14.4,-0.008679662,0.34033403,0.993074718817588,1.0
CCNE2,-0.008679662,0.20923969,0.993074718817588,1.0
AF213884.2,-0.008679662,0.68554085,0.993074718817588,1.0
RP11-347C18.5,-0.008679662,0.53661543,0.993074718817588,1.0
HPS4,-0.008710332,0.111738704,0.9930502484771201,1.0
DOCK11,-0.008725667,0.17168811,0.993038013309336,1.0
PLEKHM3,-0.008771672,0.027624236,0.9930013078158187,1.0
SHISA8,-0.008771672,-0.0031529455,0.9930013078158187,1.0
MT1A,-0.008771672,0.3680722,0.9930013078158187,1.0
ZNF497,-0.008771672,-0.14910348,0.9930013078158187,1.0
ELMO3,-0.008771672,0.4713666,0.9930013078158187,1.0
RP4-761J14.10,-0.008771672,0.1037192,0.9930013078158187,1.0
NAT8L,-0.008771672,0.1492949,0.9930013078158187,1.0
RAB3C,-0.008771672,0.061570045,0.9930013078158187,1.0
SULT2A1,-0.008771672,0.049276777,0.9930013078158187,1.0
AC005329.7,-0.008771672,0.09307313,0.9930013078158187,1.0
EML5,-0.008802342,-0.1485049,0.9929768374950314,1.0
RP1-102E24.10,-0.008802342,-0.16894674,0.9929768374950314,1.0
PODNL1,-0.008802342,0.14939654,0.9929768374950314,1.0
ARAP1-AS1,-0.008802342,-0.043053087,0.9929768374950314,1.0
ZRSR1,-0.008802342,-0.052616645,0.9929768374950314,1.0
DAAM2,-0.008802342,0.17458825,0.9929768374950314,1.0
RP11-556N4.1,-0.008802342,0.12625602,0.9929768374950314,1.0
MAFG-AS1,-0.008802342,-0.021800943,0.9929768374950314,1.0
RP1-315G1.3,-0.008802342,-0.037733447,0.9929768374950314,1.0
GOLGA7B,-0.008802342,-0.046198066,0.9929768374950314,1.0
SIRT4,-0.008833013,-0.089497216,0.9929523671808502,1.0
STIL,-0.008833013,-0.056597568,0.9929523671808502,1.0
AC005224.2,-0.008833013,-0.14621828,0.9929523671808502,1.0
RP11-455F5.4,-0.008833013,-0.08219749,0.9929523671808502,1.0
VSIG8,-0.008833013,-0.13562545,0.9929523671808502,1.0
KCNQ5,-0.008833013,-0.13462675,0.9929523671808502,1.0
SLC35F3,-0.008833013,-0.06612444,0.9929523671808502,1.0
C6orf3,-0.008833013,-0.15751329,0.9929523671808502,1.0
LYPD5,-0.008833013,-0.11214958,0.9929523671808502,1.0
RP11-4L24.3,-0.008863683,-0.3423202,0.9929278968732984,1.0
RP11-46A10.5,-0.008863683,-0.19067805,0.9929278968732984,1.0
RP11-181E10.3,-0.008863683,-0.27971813,0.9929278968732984,1.0
ATP13A4,-0.008863683,-0.20764709,0.9929278968732984,1.0
KIF15,-0.008863683,-0.20769319,0.9929278968732984,1.0
CTD-2015H6.3,-0.008863683,-0.2549964,0.9929278968732984,1.0
ANKS6,-0.008894353,-0.23231028,0.9929034265723988,1.0
RP11-431M7.3,-0.008894353,-0.34589463,0.9929034265723988,1.0
WNT6,-0.008894353,-0.1838098,0.9929034265723988,1.0
Z69720.2,-0.008894353,-0.14055128,0.9929034265723988,1.0
AC009299.3,-0.008894353,-0.44279474,0.9929034265723988,1.0
OSBPL7,-0.008894353,-0.102010846,0.9929034265723988,1.0
AP000350.5,-0.0089250235,-0.2811793,0.9928789562781745,1.0
KCP,-0.0089250235,-0.24145381,0.9928789562781745,1.0
ZNF367,-0.0089250235,-0.3087119,0.9928789562781745,1.0
RP3-340N1.2,-0.0089250235,-0.40820798,0.9928789562781745,1.0
AGMAT,-0.008971029,0.08007914,0.9928422508494046,1.0
AC104024.1,-0.008986363,-0.67860943,0.9928300157098439,1.0
FAAH2,-0.0090170335,-0.39438504,0.9928055454357835,1.0
SAPCD2,-0.0090170335,-0.64840263,0.9928055454357835,1.0
ADAT1,-0.009063039,0.2132786,0.992768840037389,1.0
TMC4,-0.009139715,0.3406022,0.9927076644074458,1.0
RP11-872J21.3,-0.009170385,-0.16351348,0.9926831941674524,1.0
CD274,-0.009262395,-0.2141116,0.9926097834888588,1.0
MED18,-0.00927773,0.26352352,0.9925975483818257,1.0
SCMH1,-0.00927773,0.068230316,0.9925975483818257,1.0
EVI5L,-0.009293065,0.30878845,0.9925853132765332,1.0
TIRAP,-0.009308401,0.008908657,0.9925730781729845,1.0
PPL,-0.009354406,0.32134065,0.9925363728728286,1.0
PSIP1,-0.009385076,0.03435,0.9925119026814956,1.0
ATG16L1,-0.009446416,-0.12151599,0.9924629623199831,1.0
TREM2,-0.009507757,0.15366848,0.992414021986829,1.0
TINCR,-0.009569097,0.288325,0.9923650816822174,1.0
ZFP90,-0.009615103,0.14213842,0.9923283764726004,1.0
ANKRD52,-0.009661107,0.25012475,0.9922916712792198,1.0
FBLN5,-0.0096764425,-0.06970695,0.9922794362183811,1.0
RP3-508I15.22,-0.009845128,0.19657256,0.9921448506696148,1.0
CBWD7,-0.0100598205,0.073600695,0.9919735602949478,1.0
DIAPH2,-0.010351187,0.18083209,0.9917410953796975,1.0
RP11-297D21.4,-0.010504537,-0.018585365,0.9916187457046608,1.0
XXbac-B135H6.15,-0.010519872,0.2416385,0.9916065107479497,1.0
RP11-88I18.2,-0.010857245,0.083627924,0.9913373422047663,1.0
UBA3,-0.011117942,0.11682998,0.9911293490041888,1.0
SHOX2,-0.011148611,0.60516274,0.9911048792552459,1.0
AC090154.1,-0.011148611,0.4731916,0.9911048792552459,1.0
MCMDC2,-0.011148611,0.026790144,0.9911048792552459,1.0
LA16c-380H5.5,-0.011148611,0.13902083,0.9911048792552459,1.0
MTRNR2L13,-0.011148611,0.22940181,0.9911048792552459,1.0
IL1A,-0.011148611,0.31096503,0.9911048792552459,1.0
RP11-557N21.1,-0.011148611,0.07081766,0.9911048792552459,1.0
TMEM132A,-0.011148611,0.4610169,0.9911048792552459,1.0
RP11-692D12.1,-0.011148611,0.17164779,0.9911048792552459,1.0
AC092620.3,-0.011148611,0.26448813,0.9911048792552459,1.0
MAFA,-0.011148611,0.47950727,0.9911048792552459,1.0
CALHM1,-0.011148611,0.37622324,0.9911048792552459,1.0
WDR93,-0.011148611,0.11033056,0.9911048792552459,1.0
C14orf132,-0.011148611,0.4696244,0.9911048792552459,1.0
NEK2,-0.011148611,0.27894548,0.9911048792552459,1.0
ZFYVE9,-0.011148611,0.2809312,0.9911048792552459,1.0
XKR7,-0.011148611,0.65079135,0.9911048792552459,1.0
GCSAML-AS1,-0.011148611,0.39575347,0.9911048792552459,1.0
RP11-709D24.5,-0.011148611,-0.14147532,0.9911048792552459,1.0
IGSF1,-0.011148611,0.36336768,0.9911048792552459,1.0
RP11-266L9.5,-0.011148611,1.0460776,0.9911048792552459,1.0
RP11-304F15.3,-0.011148611,0.41844946,0.9911048792552459,1.0
RP11-325L12.7,-0.011148611,0.40861303,0.9911048792552459,1.0
RP11-375N15.2,-0.011148611,0.16115779,0.9911048792552459,1.0
LINC00843,-0.011148611,0.08856176,0.9911048792552459,1.0
RP11-179K3.2,-0.011148611,0.47163975,0.9911048792552459,1.0
HKDC1,-0.011148611,0.3280191,0.9911048792552459,1.0
RP11-252C15.1,-0.011148611,-0.05220162,0.9911048792552459,1.0
FGF18,-0.011148611,0.42721176,0.9911048792552459,1.0
LCN15,-0.011148611,0.90703773,0.9911048792552459,1.0
KDELR3,-0.011148611,0.5601665,0.9911048792552459,1.0
HIST1H1A,-0.011148611,0.08348132,0.9911048792552459,1.0
IGHV1-3,-0.011148611,-0.06659954,0.9911048792552459,1.0
MIR1539,-0.011148611,-0.076872915,0.9911048792552459,1.0
RAD54B,-0.011148611,0.21635672,0.9911048792552459,1.0
ADORA1,-0.011148611,0.6159987,0.9911048792552459,1.0
LINC01122,-0.011148611,0.57972556,0.9911048792552459,1.0
CTC-336P14.1,-0.011148611,0.05277179,0.9911048792552459,1.0
RP13-1032I1.11,-0.011148611,0.99488944,0.9911048792552459,1.0
EDRF1-AS1,-0.011148611,0.91772306,0.9911048792552459,1.0
ADGRD2,-0.011148611,0.91829246,0.9911048792552459,1.0
CTD-3224K15.3,-0.011148611,0.2720825,0.9911048792552459,1.0
CYP4F3,-0.011148611,0.26053807,0.9911048792552459,1.0
RP3-388N13.5,-0.011148611,0.15522744,0.9911048792552459,1.0
ZFR2,-0.011148611,0.46723038,0.9911048792552459,1.0
RP11-600F24.7,-0.011148611,-0.09373691,0.9911048792552459,1.0
PTPRD-AS1,-0.011148611,0.46649158,0.9911048792552459,1.0
TRGV2,-0.011148611,-0.06039688,0.9911048792552459,1.0
RP5-1039K5.17,-0.011148611,0.15958998,0.9911048792552459,1.0
SPDYE1,-0.011148611,0.76876724,0.9911048792552459,1.0
XXyac-YX155B6.5,-0.011148611,0.45658657,0.9911048792552459,1.0
XX-C2158C12.2,-0.011148611,0.42368746,0.9911048792552459,1.0
RP11-96D1.11,-0.011148611,0.758753,0.9911048792552459,1.0
GPRC5A,-0.011148611,0.5920323,0.9911048792552459,1.0
GDA,-0.011148611,0.72481024,0.9911048792552459,1.0
AL591893.1,-0.011148611,0.41340354,0.9911048792552459,1.0
XX-FW83128A1.2,-0.011148611,0.0037682801,0.9911048792552459,1.0
EPPK1,-0.011148611,0.44818813,0.9911048792552459,1.0
SERINC4,-0.011148611,0.39951572,0.9911048792552459,1.0
TRGV7,-0.011148611,0.22216965,0.9911048792552459,1.0
ZNF18,-0.011148611,-0.08097681,0.9911048792552459,1.0
AC010894.5,-0.011148611,0.5827897,0.9911048792552459,1.0
RP13-131K19.1,-0.011148611,0.17568423,0.9911048792552459,1.0
RP11-566K11.5,-0.011148611,0.39815408,0.9911048792552459,1.0
TMED6,-0.011148611,0.49253342,0.9911048792552459,1.0
AC105760.2,-0.011148611,0.47670186,0.9911048792552459,1.0
CTD-3028N15.3,-0.011148611,0.5543796,0.9911048792552459,1.0
BDNF-AS,-0.011148611,0.122792065,0.9911048792552459,1.0
HIST2H2AB,-0.011148611,0.78270656,0.9911048792552459,1.0
TG,-0.011148611,0.13799791,0.9911048792552459,1.0
RNF217-AS1,-0.011148611,0.40842643,0.9911048792552459,1.0
CTD-2033A16.3,-0.011148611,0.18225697,0.9911048792552459,1.0
RP11-961A15.3,-0.011148611,0.16887486,0.9911048792552459,1.0
DMRTA1,-0.011148611,0.73921347,0.9911048792552459,1.0
COMP,-0.011148611,0.48969868,0.9911048792552459,1.0
HSF2BP,-0.011148611,0.5218526,0.9911048792552459,1.0
RP11-195C7.1,-0.011148611,0.45792598,0.9911048792552459,1.0
ZNF836,-0.011163946,0.122575566,0.9910926443839106,1.0
HSPA12A,-0.011179281,0.38864645,0.99108040951467,1.0
STX16-NPEPL1,-0.011179281,-0.030836817,0.99108040951467,1.0
PCBP3,-0.011179281,0.090100035,0.99108040951467,1.0
RP11-687F6.5,-0.011179281,-0.2578563,0.99108040951467,1.0
KCNK3,-0.011179281,0.0737542,0.99108040951467,1.0
PNLIPRP1,-0.011179281,-0.06596949,0.99108040951467,1.0
TMEM217,-0.011179281,-0.46389642,0.99108040951467,1.0
CDNF,-0.011179281,-0.062274314,0.99108040951467,1.0
TMEM182,-0.011179281,-0.022199571,0.99108040951467,1.0
HTRA3,-0.011179281,0.26809168,0.99108040951467,1.0
MAP3K15,-0.011179281,-0.12171989,0.99108040951467,1.0
TMED7-TICAM2,-0.011179281,-0.07022422,0.99108040951467,1.0
NSUN7,-0.011179281,-0.47727466,0.99108040951467,1.0
C1orf204,-0.011179281,-0.44867742,0.99108040951467,1.0
ABCA10,-0.011179281,-0.58380306,0.99108040951467,1.0
C3orf35,-0.011179281,-0.50340456,0.99108040951467,1.0
IGLV8-61,-0.011179281,0.09259529,0.99108040951467,1.0
FRMD6,-0.011179281,-0.3521683,0.99108040951467,1.0
TMPRSS2,-0.011179281,-0.28210565,0.99108040951467,1.0
RP11-572C15.5,-0.011179281,0.068709135,0.99108040951467,1.0
APC2,-0.011179281,0.1242468,0.99108040951467,1.0
SERF1B,-0.011179281,-0.16900511,0.99108040951467,1.0
PCDHGB6,-0.011179281,-0.052943982,0.99108040951467,1.0
CTD-2568A17.8,-0.011179281,-0.05506101,0.99108040951467,1.0
COLCA2,-0.011179281,0.253206,0.99108040951467,1.0
CTD-2574D22.2,-0.011179281,0.1160962,0.99108040951467,1.0
RP4-593H12.1,-0.011179281,-0.13072243,0.99108040951467,1.0
ACVR1C,-0.011179281,-0.31740826,0.99108040951467,1.0
PNMAL1,-0.011179281,-0.036964547,0.99108040951467,1.0
RPEL1,-0.011179281,-0.29449993,0.99108040951467,1.0
PCAT5,-0.011179281,-0.25695634,0.99108040951467,1.0
PDZD4,-0.011179281,-0.2801728,0.99108040951467,1.0
RP11-180M15.6,-0.011179281,-0.015240176,0.99108040951467,1.0
COL23A1,-0.011179281,-0.42094442,0.99108040951467,1.0
WDR64,-0.011179281,-0.13056171,0.99108040951467,1.0
GH1,-0.011179281,-0.4504307,0.99108040951467,1.0
RP11-1055B8.4,-0.011179281,0.2788099,0.99108040951467,1.0
CTD-2376I4.2,-0.011179281,-0.45634738,0.99108040951467,1.0
RP11-308B5.2,-0.011179281,0.15790525,0.99108040951467,1.0
SLC7A2,-0.011179281,-0.3137073,0.99108040951467,1.0
LRRC2,-0.011179281,-0.4480807,0.99108040951467,1.0
GS1-279B7.2,-0.011179281,-0.42839807,0.99108040951467,1.0
RP11-247A12.2,-0.011179281,-0.20339894,0.99108040951467,1.0
RP11-338E21.3,-0.011179281,0.06841231,0.99108040951467,1.0
RP11-1C8.6,-0.011179281,-0.24754201,0.99108040951467,1.0
DIO1,-0.011179281,0.12128425,0.99108040951467,1.0
RP11-253M7.4,-0.011179281,-0.4729413,0.99108040951467,1.0
DNAH10,-0.011179281,-0.20177953,0.99108040951467,1.0
CLLU1OS,-0.011209952,-0.3355964,0.991055939782484,1.0
ALG13-AS1,-0.011209952,-0.5808184,0.991055939782484,1.0
ZFHX2,-0.011209952,-0.41806212,0.991055939782484,1.0
RP11-334C17.6,-0.011209952,-0.48016715,0.991055939782484,1.0
ART3,-0.011209952,-0.35530782,0.991055939782484,1.0
CTB-12A17.3,-0.011209952,-0.53743356,0.991055939782484,1.0
CPNE8,-0.011209952,0.2246075,0.991055939782484,1.0
RP11-472N13.2,-0.011209952,-0.30001634,0.991055939782484,1.0
CTD-2240J17.4,-0.011209952,-0.6608761,0.991055939782484,1.0
RGPD2,-0.011209952,-0.4460909,0.991055939782484,1.0
RP11-659E9.2,-0.011209952,-0.23995471,0.991055939782484,1.0
CFAP58-AS1,-0.011209952,-0.7332478,0.991055939782484,1.0
RP11-723D22.3,-0.011209952,-0.74105763,0.991055939782484,1.0
CTD-2302E22.4,-0.011209952,-0.29932788,0.991055939782484,1.0
ZMIZ1-AS1,-0.011209952,-0.16669844,0.991055939782484,1.0
LINC01547,-0.011209952,-0.5140226,0.991055939782484,1.0
SUSD4,-0.011209952,-0.7974831,0.991055939782484,1.0
RP11-85B7.5,-0.011209952,-0.52347237,0.991055939782484,1.0
KIAA1024,-0.011209952,-0.50835884,0.991055939782484,1.0
RP11-785D18.3,-0.011209952,-0.23835292,0.991055939782484,1.0
ST8SIA6-AS1,-0.011209952,-0.38758874,0.991055939782484,1.0
MIA,-0.011209952,-0.498945,0.991055939782484,1.0
RP11-540O11.6,-0.011209952,-0.737867,0.991055939782484,1.0
BEND2,-0.011209952,-0.50413334,0.991055939782484,1.0
NPB,-0.011209952,-0.5307841,0.991055939782484,1.0
LINC01118,-0.011209952,-0.19940579,0.991055939782484,1.0
ADGRF1,-0.011209952,-0.5908109,0.991055939782484,1.0
ELOVL4,-0.011209952,-0.7655631,0.991055939782484,1.0
PTH2R,-0.011209952,-0.00220064,0.991055939782484,1.0
RP11-1055B8.3,-0.011209952,-0.6568995,0.991055939782484,1.0
SCUBE3,-0.011209952,-0.31745112,0.991055939782484,1.0
GHET1,-0.011209952,-0.54380757,0.991055939782484,1.0
RP11-385F7.1,-0.011209952,-0.31617978,0.991055939782484,1.0
AC007292.4,-0.011209952,-0.104075916,0.991055939782484,1.0
GLB1L2,-0.011209952,-0.38684162,0.991055939782484,1.0
RP1-8B1.4,-0.011209952,-0.3856156,0.991055939782484,1.0
IGHV4-55,-0.011209952,-0.10231133,0.991055939782484,1.0
TAL2,-0.011209952,-0.2843804,0.991055939782484,1.0
AC000068.5,-0.011209952,-0.46684057,0.991055939782484,1.0
RP11-455F5.3,-0.011209952,-0.78804886,0.991055939782484,1.0
AC024592.12,-0.011240622,-1.0292685,0.991031470058711,1.0
SLC4A3,-0.011240622,-1.0786669,0.991031470058711,1.0
AC005534.8,-0.011240622,-0.57970804,0.991031470058711,1.0
C2orf40,-0.011240622,-0.7255127,0.991031470058711,1.0
RP11-867G23.12,-0.011240622,-1.0116504,0.991031470058711,1.0
RP11-298I3.1,-0.011240622,-1.0914688,0.991031470058711,1.0
KRT1,-0.011240622,-0.7894205,0.991031470058711,1.0
CYP2A6,-0.011240622,-0.6073235,0.991031470058711,1.0
SPIN2A,-0.011240622,-0.70481867,0.991031470058711,1.0
CTC-273B12.10,-0.011240622,-0.8973639,0.991031470058711,1.0
CTD-3116E22.8,-0.011240622,-0.9721785,0.991031470058711,1.0
LEKR1,-0.011240622,-0.7988795,0.991031470058711,1.0
ZNF252P-AS1,-0.011240622,-0.7505499,0.991031470058711,1.0
ATP6V0E2-AS1,-0.011240622,-0.90673494,0.991031470058711,1.0
UCHL1,-0.011240622,-1.475042,0.991031470058711,1.0
BRDT,-0.011240622,-1.0037732,0.991031470058711,1.0
RP13-991F5.2,-0.011240622,-0.8116749,0.991031470058711,1.0
PIFO,-0.011240622,-0.7941771,0.991031470058711,1.0
DNASE1L2,-0.011240622,-0.6421087,0.991031470058711,1.0
RP11-17E13.2,-0.011240622,-1.1177986,0.991031470058711,1.0
GIPR,-0.011240622,-1.4037163,0.991031470058711,1.0
LINC01422,-0.011240622,-0.51831514,0.991031470058711,1.0
FAM9B,-0.011240622,-0.92101794,0.991031470058711,1.0
CLIP3,-0.011240622,-1.1529675,0.991031470058711,1.0
RP11-800A3.3,-0.011240622,-0.7072669,0.991031470058711,1.0
RP11-275I4.2,-0.011240622,-1.0291826,0.991031470058711,1.0
RP1-228P16.8,-0.011240622,-1.0410508,0.991031470058711,1.0
